title;Body;Nid;postdate;Published;startdate;enddate;Term;LocationName;Uid;username
Duo concert met Cuerda 2007;Concert met cuerda ensemble.;152;1233498224;Yes;1174161600;1174161600;Optreden;;1;admin
Jaarlijks concertweekend 2007; <br/>;153;1233498367;Yes;1173006000;1173006000;Optreden;;1;admin
Jaarlijks concertweekend 2007; <br/>;154;1233498408;Yes;1172952000;1172952000;Optreden;;1;admin
Eerste Cultuurmarkt Waregem;;155;1233498491;Yes;1158422400;1158422400;Optreden;;1;admin
Waregemse week van de amateurkunst 2006;;156;1233498564;Yes;1147536000;1147536000;Optreden;;1;admin
Duo concert met Cuerda 2006;;159;1233502043;Yes;1146920400;1146920400;Uitwisseling;;1;admin
Vlamo dag van de gitaar;;160;1233502306;Yes;1146412800;1146412800;Optreden;;1;admin
Jaarlijks concertweekend 2006;;161;1233502358;Yes;1142161200;1142161200;Optreden;;1;admin
Jaarlijks concertweekend 2006;;162;1233502394;Yes;1142107200;1142107200;Optreden;;1;admin
Kerst Davidsfonds Pittem;;163;1233502463;Yes;1134298800;1134298800;Optreden;;1;admin
Uitwisseling met Rheine ensemble 2005;;164;1233502640;Yes;1130522400;1130781600;Uitwisseling;;1;admin
Concert in kader van 'Belle op Aarde';Aperitiefconcert Schellebelle;139;1233489011;Yes;1125833400;1125833400;Optreden;;1;admin
Duoconcert met Cambridge Guitar Orchestra;;165;1233502778;Yes;1069696800;1069956000;Uitwisseling;;1;admin
European Guitar Teachers Association Concours;;166;1233502854;Yes;944920800;944920800;Optreden;;1;admin
Repetitie op 2juli 18u30-20u30;Repetitie in Torenhof, om de zomer goed in te zetten!<br/> ;389;1273224417;Yes;;;Repetitie;Ernest Claes;2;marleen
vrijdagavondrepetitie nog voor de zomerstop... 18u30-20u30;Repetitie nog voor we gaan 'zomeren';390;1273224982;Yes;;;Repetitie;;2;marleen
